CCT	x (black body)	y (black body)	u' (black body)	v' (black body)	y (daylight)	y (TM30)
3200	0.423358393840696	0.398951179344833	0.243986084746308	0.517319863633704	0.000000000000000	0.398951179344833
3210	0.422713447482352	0.398684811824980	0.243681331117839	0.517116510005450	0.000000000000000	0.398684811824980
3220	0.422071602132489	0.398417669724122	0.243378741809060	0.516913194430959	0.000000000000000	0.398417669724122
3230	0.421432843853882	0.398149778121830	0.243078297026226	0.516709923626065	0.000000000000000	0.398149778121830
3240	0.420797158700909	0.397881161711245	0.242779977195862	0.516506704195811	0.000000000000000	0.397881161711245
3250	0.420164532721440	0.397611844803810	0.242483762961885	0.516303542635933	0.000000000000000	0.397611844803810
3260	0.419534951958697	0.397341851333969	0.242189635182775	0.516100445334328	0.000000000000000	0.397341851333969
3270	0.418908402453069	0.397071204863828	0.241897574928780	0.515897418572505	0.000000000000000	0.397071204863828
3280	0.418284870243884	0.396799928587787	0.241607563479175	0.515694468527018	0.000000000000000	0.396799928587787
3290	0.417664341371150	0.396528045337128	0.241319582319542	0.515491601270888	0.000000000000000	0.396528045337128
3300	0.417046801877253	0.396255577584578	0.241033613139112	0.515288822775000	0.000000000000000	0.396255577584578
3310	0.416432237808611	0.395982547448827	0.240749637828134	0.515086138909490	0.000000000000000	0.395982547448827
3320	0.415820635217303	0.395708976699012	0.240467638475279	0.514883555445115	0.000000000000000	0.395708976699012
3330	0.415211980162654	0.395434886759171	0.240187597365093	0.514681078054605	0.000000000000000	0.395434886759171
3340	0.414606258712775	0.395160298712644	0.239909496975483	0.514478712313998	0.000000000000000	0.395160298712644
3350	0.414003456946084	0.394885233306455	0.239633319975237	0.514276463703964	0.000000000000000	0.394885233306455
3360	0.413403560952780	0.394609710955639	0.239359049221579	0.514074337611109	0.000000000000000	0.394609710955639
3370	0.412806556836280	0.394333751747546	0.239086667757772	0.513872339329263	0.000000000000000	0.394333751747546
3380	0.412212430714629	0.394057375446090	0.238816158810738	0.513670474060758	0.000000000000000	0.394057375446090
3390	0.411621168721873	0.393780601495975	0.238547505788728	0.513468746917682	0.000000000000000	0.393780601495975
3400	0.411032757009395	0.393503449026874	0.238280692279014	0.513267162923124	0.000000000000000	0.393503449026874
3410	0.410447181747219	0.393225936857565	0.238015702045626	0.513065727012405	0.000000000000000	0.393225936857565
3420	0.409864429125286	0.392948083500039	0.237752519027109	0.512864444034286	0.000000000000000	0.392948083500039
3430	0.409284485354692	0.392669907163558	0.237491127334326	0.512663318752173	0.000000000000000	0.392669907163558
3440	0.408707336668894	0.392391425758680	0.237231511248279	0.512462355845292	0.000000000000000	0.392391425758680
3450	0.408132969324891	0.392112656901240	0.236973655217973	0.512261559909868	0.000000000000000	0.392112656901240
3460	0.407561369604368	0.391833617916295	0.236717543858305	0.512060935460271	0.000000000000000	0.391833617916295
3470	0.406992523814813	0.391554325842027	0.236463161947981	0.511860486930161	0.000000000000000	0.391554325842027
3480	0.406426418290599	0.391274797433607	0.236210494427469	0.511660218673612	0.000000000000000	0.391274797433607
3490	0.405863039394048	0.390995049167019	0.235959526396980	0.511460134966223	0.000000000000000	0.390995049167019
3500	0.405302373516452	0.390715097242847	0.235710243114470	0.511260240006221	0.000000000000000	0.390715097242847
3510	0.404744407079075	0.390434957590016	0.235462629993682	0.511060537915538	0.000000000000000	0.390434957590016
3520	0.404189126534126	0.390154645869498	0.235216672602206	0.510861032740884	0.000000000000000	0.390154645869498
3530	0.403636518365702	0.389874177477982	0.234972356659577	0.510661728454808	0.000000000000000	0.389874177477982
3540	0.403086569090702	0.389593567551495	0.234729668035386	0.510462628956735	0.000000000000000	0.389593567551495
3550	0.402539265259722	0.389312830968992	0.234488592747434	0.510263738073999	0.000000000000000	0.389312830968992
3560	0.401994593457919	0.389031982355903	0.234249116959894	0.510065059562862	0.000000000000000	0.389031982355903
3570	0.401452540305847	0.388751036087639	0.234011226981520	0.509866597109515	0.000000000000000	0.388751036087639
3580	0.400913092460274	0.388470006293066	0.233774909263859	0.509668354331069	0.000000000000000	0.388470006293066
3590	0.400376236614968	0.388188906857933	0.233540150399506	0.509470334776536	0.000000000000000	0.388188906857933
3600	0.399841959501467	0.387907751428262	0.233306937120373	0.509272541927792	0.000000000000000	0.387907751428262
